id_1,id_2
12851,6802
12851,7364
12851,8120
12851,8508
12851,8773
12851,8932
12851,9176
12851,9572
12851,12450
12851,20342
12851,14439
12851,16960
12851,20682
12851,17386
12851,20441
12851,11005
12851,18714
12851,21120
12851,21764
12851,19415
12851,18577
12851,18856
12851,17598
12851,13294
12851,18903
10294,622
10294,933
10294,11631
20024,19949
1078,173
1078,710
1078,20245
1078,8120
1078,20342
1078,15763
1078,18577
1078,4204
1078,6802
1078,12450
1078,16960
1078,20682
1078,3669
1078,20441
1078,13294
1078,16794
1078,21120
1078,8773
1078,17598
1078,8932
1078,19660
1078,7364
1078,3469
1078,9572
1078,5029
1078,18856
1078,21764
1078,8508
1078,11005
1078,18714
1078,2242
1078,9176
1078,17386
1078,19415
1078,14451
1078,18903
1078,14439
17979,2483
17979,2655
17979,5509
17979,4707
17979,16131
17979,8166
17979,10984
17979,11066
17979,12666
17979,13272
17979,15301
17979,15871
17979,15980
17979,16743
17979,17292
17979,19404
17979,19846
17979,21351
17979,19963
17979,18934
17979,21140
17979,18805
17979,21315
17979,7243
5694,7000
15934,19949
15934,12534
16960,173
16960,710
16960,2242
16960,3469
16960,3669
16960,4204
16960,7663
16960,5029
16960,15763
16960,6802
16960,7166
16960,7362
16960,7364
16960,8120
16960,14451
16960,8508
16960,8773
16960,8932
16960,9176
16960,9572
16960,12450
16960,13294
16960,14439
16960,21120
16960,16618
16960,16794
16960,20342
16960,21729
16960,20682
16960,21764
16960,18577
16960,19660
16960,20245
16960,17386
16960,17598
16960,18856
16960,20441
16960,19743
16960,11005
16960,18714
16960,19415
16960,18903
10820,6943
10820,13294
6213,17874
5700,3246
5700,3833
5700,4390
5700,11710
5700,8348
5700,17870
5700,18425
5700,7802
5700,11149
5700,16308
5700,13527
5700,14650
5700,14440
5700,22187
5700,22239
5700,14795
5700,12032
5700,18155
5700,10117
5700,20095
5700,11178
5700,14413
5700,6749
5700,14168
5700,21921
5700,18220
5700,12286
5700,13267
5700,20415
1605,3505
1605,16663
1605,19949
8773,710
8773,2242
8773,3469
8773,4204
8773,15763
8773,6802
8773,7364
8773,14451
8773,20342
8773,21764
8773,12450
8773,17386
8773,20441
8773,13294
8773,18714
8773,9176
8773,21120
8773,19415
8773,18856
8773,17598
8773,18903
8773,8932
18505,849
19529,6228
19529,7166
19529,10117
19529,21120
19529,14650
19529,20415
19529,22187
11851,19949
11851,4356
11851,7590
6732,6943
14413,831
14413,4966
14413,5377
14413,8348
14413,10117
14413,11149
14413,12286
14413,14650
14413,18155
7243,15871
7243,21351
6224,5546
6224,10117
6224,11149
6224,14650
6224,18155
6224,22187
6224,20415
1107,622
1107,19404
1107,12666
1107,13272
1107,14469
1107,2655
1107,10079
1107,15871
1107,5509
1107,21315
1107,19041
6228,5377
6228,11710
6228,16308
6228,12032
6228,10117
6228,13758
6228,14650
3669,710
3669,2242
3669,12450
3669,7362
3669,15763
3669,20682
3669,17386
3669,7364
3669,20342
3669,13294
3669,9176
3669,21120
3669,9572
3669,6802
3669,18856
6231,285
6231,19949
6231,8932
6231,12534
9309,9069
6749,4390
6749,11710
6749,22239
6749,16308
6749,12032
6749,8348
6749,10117
6749,13527
6749,20095
6749,22187
6749,11178
6749,14650
2655,622
2655,1895
2655,19404
2655,11066
2655,14469
2655,21351
2655,10984
2655,10079
2655,19963
2655,5509
2655,16131
2655,18934
2655,12666
2655,18805
2655,15301
2655,22417
2655,21315
2655,15871
2655,19041
2655,20864
19041,622
19041,3182
19041,4464
19041,5096
19041,4707
19041,16131
19041,10079
19041,10984
19041,11066
19041,13272
19041,14469
19041,15301
19041,15980
19041,10110
19041,17209
19041,18805
19041,19404
19041,19963
19041,19743
19041,22417
19041,21729
4707,622
4707,2483
4707,4464
4707,19404
4707,15980
4707,15301
4707,14469
4707,21351
4707,10079
4707,12666
4707,11066
4707,16866
4707,17292
4707,21315
14439,710
14439,2242
14439,4204
14439,5029
14439,15763
14439,6802
14439,7364
14439,14451
14439,9176
14439,13294
14439,20441
14439,20342
14439,21764
14439,17386
14439,18856
14439,16794
14439,21120
14439,19415
14439,19776
14439,17598
14439,18577
14439,18903
14440,4390
14440,8348
14440,10117
14440,11178
14440,11710
14440,12032
14440,22239
14440,14795
14440,16308
14440,6277
14440,14650
14440,20095
14440,18425
14440,20415
14440,22187
15980,1895
15980,2483
15980,3182
15980,4464
15980,10079
15980,10984
15980,11066
15980,11439
15980,12666
15980,15301
15980,21351
15980,20864
15980,19743
15980,10110
15980,17292
15980,21729
2156,657
2156,9069
2156,9499
11373,6943
622,11066
622,4754
622,14469
622,6294
622,17209
622,10984
622,10079
622,19963
622,17522
622,5096
622,21140
622,1161
622,9844
622,17614
622,13272
622,3521
622,16866
622,4453
622,9469
622,15871
622,14487
622,17292
622,2942
622,19404
622,933
622,19846
622,15301
622,4464
622,21351
622,22417
622,18906
622,16131
622,17327
622,18805
622,7966
622,18934
622,12666
622,18566
622,11631
622,19773
622,21708
622,1895
622,10110
622,20146
622,21315
622,4786
4716,9069
3182,19404
3182,12666
3182,15301
3182,4464
3182,21351
3182,17292
3182,5509
3182,21315
4721,3051
17522,2483
17522,3521
17522,12666
17522,14469
17522,15301
8817,4390
8817,11710
8817,6277
8817,14795
8817,10117
8817,11378
8817,11178
8817,20415
9844,933
9844,2942
9844,3521
9844,21351
9844,18934
9844,12666
9844,11631
9844,21315
11378,10117
11378,18425
11378,14795
11378,16308
11378,20415
11378,22239
14451,710
14451,2242
14451,3469
14451,4204
14451,15763
14451,6802
14451,7362
14451,7364
14451,17386
14451,20342
14451,21764
14451,8932
14451,8508
14451,20682
14451,21120
14451,13294
14451,9176
14451,19415
14451,18856
14451,17598
14451,18903
20600,19603
7802,4390
7802,11710
7802,14795
7802,14168
7802,10117
7802,20095
7802,14650
7802,18155
8831,19949
21120,173
21120,2242
21120,3469
21120,4204
21120,7663
21120,5029
21120,15763
21120,6802
21120,7166
21120,7362
21120,7364
21120,8120
21120,8508
21120,8932
21120,9176
21120,12450
21120,13294
21120,20441
21120,20342
21120,21388
21120,18577
21120,21764
21120,20415
21120,17598
21120,11005
21120,18714
21120,19776
21120,17386
21120,19415
21120,18856
21120,14650
21120,18903
4225,8606
4225,19949
20095,3833
20095,10117
20095,16595
20095,11149
20095,11710
20095,12032
20095,12286
20095,13267
20095,13527
20095,14168
20095,14650
20095,14795
20095,16308
20095,17870
20095,18155
20095,18220
20095,20116
20095,21921
20095,22187
20095,20415
14469,2483
14469,2942
14469,3521
14469,4464
14469,5509
14469,16131
14469,10079
14469,10984
14469,11066
14469,11439
14469,12666
14469,13272
14469,19963
14469,16866
14469,18934
14469,17292
14469,15301
14469,21351
14469,18805
14469,10110
14469,21315
14469,15871
18566,4754
18566,9469
6277,4390
6277,4966
6277,8348
6277,10117
6277,11149
6277,11710
6277,12032
6277,14650
6277,21921
6277,18425
6277,20415
6277,17685
6277,18155
1161,21351
1161,12666
1161,13272
1161,16131
1161,18805
1161,21315
17551,6565
657,464
657,9069
657,9499
4754,9469
19603,3007
19603,4403
19603,5439
19603,5862
19603,12958
19603,17264
19603,21388
21140,2483
21140,16131
21140,10079
21140,12666
21140,13272
21140,17292
21140,18805
21140,21315
20116,4390
20116,5546
20116,8348
20116,10117
20116,11149
20116,11178
20116,11710
20116,12032
20116,13527
20116,14650
20116,16308
20116,18425
20116,22187
20116,20415
20116,22239
6294,4786
14487,4464
14487,5509
14487,12666
14487,21315
14487,15301
14487,15871
2710,12558
2710,6565
2710,3505
2710,19949
18577,173
18577,710
18577,2242
18577,3469
18577,4204
18577,6802
18577,7364
18577,8120
18577,8932
18577,9176
18577,12450
18577,13294
18577,17386
18577,17598
18577,20441
18577,20342
18577,20682
18577,19660
18577,18856
18577,21764
18577,11005
18577,18714
18577,19415
18577,19776
18577,18903
6802,173
6802,710
6802,2242
6802,4204
6802,5029
6802,15763
6802,19660
6802,20441
6802,17386
6802,7364
6802,8120
6802,20342
6802,16618
6802,21764
6802,12450
6802,9176
6802,20682
6802,8508
6802,11005
6802,18856
6802,9572
6802,18714
6802,13294
6802,19415
6802,17598
6802,18903
6802,8932
8348,720
8348,3833
8348,4966
8348,5377
8348,5546
8348,11710
8348,13267
8348,22187
8348,18155
8348,10094
8348,21921
8348,11487
8348,14168
8348,18425
8348,18327
8348,18220
8348,11149
8348,17685
8348,14650
8348,16308
8348,12032
8348,10117
8348,13758
8348,20415
8348,12286
8348,9563
4204,710
4204,2242
4204,17386
4204,7364
4204,20342
4204,15763
4204,18856
4204,8932
4204,20441
4204,13294
4204,9176
4204,17598
4204,18903
12450,173
12450,710
12450,2242
12450,15763
12450,7364
12450,8120
12450,9176
12450,17386
12450,20342
12450,18856
12450,20682
12450,20441
12450,11005
12450,13294
12450,16794
12450,17598
12450,18903
22187,3833
22187,4390
22187,10117
22187,11149
22187,11487
22187,11710
22187,12032
22187,14650
22187,16308
22187,17870
22187,18155
22187,18220
22187,20415
22187,22239
173,710
173,7364
173,20342
173,9176
173,17386
173,3469
173,21764
173,15763
173,13294
173,2242
173,17598
173,18856
173,8932
3246,7166
3246,22239
3246,10117
3246,13758
3246,16618
3246,7663
3246,19177
3246,20415
3246,5546
11439,16131
11439,16743
11439,13272
11439,21351
11439,12666
11439,10110
11439,15301
11439,21315
20146,9469
20146,18805
4786,4453
4786,19743
4786,21708
4786,9469
701,21315
701,2242
701,16131
701,21708
701,7966
701,11487
17598,710
17598,2242
17598,5029
17598,15763
17598,7364
17598,8120
17598,8508
17598,8932
17598,9176
17598,13294
17598,16618
17598,17386
17598,11005
17598,20342
17598,20682
17598,21764
17598,18856
17598,19660
17598,20441
17598,18714
17598,19415
17598,19776
17598,18903
2242,710
2242,19660
2242,7364
2242,7362
2242,8120
2242,19834
2242,20342
2242,9572
2242,15763
2242,20308
2242,3469
2242,16794
2242,18856
2242,5029
2242,16618
2242,21388
2242,20682
2242,8508
2242,17386
2242,20441
2242,11005
2242,14094
2242,18714
2242,14027
2242,9176
2242,21764
2242,19415
2242,10694
2242,22367
2242,13294
2242,18903
2242,8932
2242,20245
7362,710
7362,3451
7362,7663
7362,15763
7362,18856
7362,17386
7362,9176
7364,710
7364,5029
7364,15763
7364,8120
7364,20682
7364,8508
7364,17386
7364,13294
7364,16794
7364,18856
7364,8932
7364,20245
7364,19660
7364,20441
7364,20342
7364,9572
7364,16618
7364,21764
7364,11005
7364,18714
7364,9176
7364,19415
7364,19776
7364,18903
710,8120
710,20342
710,15763
710,20682
710,8508
710,5029
710,13294
710,18856
710,8932
710,19660
710,20441
710,3469
710,9572
710,16618
710,21764
710,11005
710,18714
710,9176
710,19415
710,19776
710,18903
20682,15763
20682,8120
20682,9176
20682,13294
20682,17386
20682,19415
20682,20342
14027,10694
21708,19743
21708,21729
19660,15763
19660,8120
19660,8932
19660,9176
19660,18714
19660,18856
19660,19415
19660,20342
19660,21764
17614,3521
17614,11631
720,11710
720,18155
720,10117
720,11149
720,17685
720,9563
720,21921
720,18220
720,14650
720,18327
720,20415
16595,10117
16595,11710
16595,16308
16595,12032
16595,18155
16595,20415
16595,22239
16595,14650
16597,17874
14551,9069
14551,13128
19161,9069
13527,3833
13527,4390
13527,10094
13527,10117
13527,11149
13527,11487
13527,11710
13527,12032
13527,12286
13527,16308
13527,18155
13527,14650
13527,22239
22239,4390
22239,4966
22239,5546
22239,10117
22239,11178
22239,12032
22239,14650
22239,16308
22239,17870
22239,18155
22239,18220
22239,18327
22239,18425
22239,21921
11487,10117
11487,16308
11487,12032
11487,18155
11487,12286
11487,11710
11487,20415
11487,14650
21729,8606
21729,4453
21729,7966
21729,10079
21729,16866
21729,18805
21729,19404
21729,20415
21729,11005
21729,21351
12516,6565
12516,22277
16613,849
8932,15763
8932,8120
8932,20245
8932,20342
8932,13294
8932,21764
8932,18856
8932,17386
8932,11005
8932,18714
8932,9176
8932,19415
8932,18903
10984,1895
10984,4464
10984,5509
10984,19404
10984,11066
10984,19846
10984,15301
10984,19963
10984,17327
10984,18805
10984,21351
10984,12666
10984,16866
10984,15871
10984,21315
19177,7663
19177,5546
19177,10117
19177,13758
19177,19776
19177,20415
16618,15763
16618,9176
16618,13294
16618,18856
16618,18903
18155,3833
18155,4390
18155,4966
18155,5377
18155,5546
18155,10117
18155,11149
18155,11178
18155,11710
18155,12032
18155,12286
18155,13267
18155,14168
18155,14650
18155,14795
18155,16308
18155,17685
18155,17870
18155,21921
18155,18220
18155,18327
18155,20415
18162,17874
12534,285
12534,19949
12534,21902
19704,19949
19704,6565
19704,8621
19704,22277
3833,11710
3833,14795
3833,12032
3833,10117
3833,11178
3833,18425
3833,14650
3833,16308
3833,4390
3833,20415
6906,10117
9469,18866
11005,5029
11005,15763
11005,8120
11005,9176
11005,9572
11005,17386
11005,18714
11005,19743
11005,21764
12031,19949
12032,4390
12032,4966
12032,10094
12032,10117
12032,11178
12032,11710
12032,16308
12032,14650
12032,14168
12032,18220
12032,20415
5377,4966
5377,11710
5377,10117
5377,18327
5377,11149
5377,17685
5377,14650
5377,14168
16131,3521
16131,3866
16131,4456
16131,4464
16131,5509
16131,13128
16131,11066
16131,8166
16131,13272
16131,19404
16131,15249
16131,16743
16131,19846
16131,15301
16131,21351
16131,12666
16131,18805
16131,21315
16131,18934
16131,15309
16131,20864
16131,17292
16131,15871
4356,19949
22277,19949
22277,19839
21764,15763
21764,9176
21764,13294
21764,17386
21764,18856
21764,18903
21764,19415
21764,20342
21764,20441
12558,3505
12558,19949
12558,7590
12558,14785
14094,7663
8980,13128
8980,9069
8980,16728
8980,17874
8980,18708
10004,6943
17685,10117
17685,11149
17685,11178
17685,11710
17685,12286
17685,13267
17685,14168
17685,16308
17685,21921
17685,20415
18708,7000
18708,13128
18708,16728
16663,19949
20245,9176
3866,21351
3866,12666
3866,17292
3866,15301
3866,18805
3866,21315
3866,4464
9499,9069
18714,15763
18714,8120
18714,9176
18714,13294
18714,17386
18714,20342
18714,19415
18714,18856
285,19949
285,21902
7966,2942
7966,19743
6943,849
6943,13691
6943,20796
287,21351
19743,8606
19743,10079
19743,16866
19743,18805
19743,19404
19743,20415
19743,21351
4390,11710
4390,10117
4390,17870
4390,18425
4390,11178
4390,16308
4390,18220
10534,21351
21803,6565
18220,10117
18220,11178
18220,11710
18220,14650
18220,16308
18220,21921
18220,20415
17209,5509
17209,22417
17209,19404
11066,4464
11066,5509
11066,10079
11066,19404
11066,15301
11066,21351
11066,18805
11066,12666
11066,17292
11066,21315
11066,15871
9529,10117
19773,10079
14650,831
14650,4966
14650,5546
14650,9563
14650,10094
14650,10117
14650,11149
14650,11710
14650,12286
14650,13267
14650,21921
14650,17870
14650,15192
14650,18425
14650,20415
14650,16308
14650,18327
831,14168
831,10117
831,12286
831,20415
19776,3469
19776,7663
19776,7166
19776,9176
19776,10117
19776,13294
19776,17386
19776,20342
19776,20441
19776,20415
8508,15763
8508,9176
8508,17386
8508,20342
8508,13294
8508,19415
8508,18903
21315,933
21315,1895
21315,2483
21315,2942
21315,3521
21315,4456
21315,4464
21315,5509
21315,10079
21315,11631
21315,12666
21315,13272
21315,15249
21315,15301
21315,15871
21315,10110
21315,16743
21315,17292
21315,17327
21315,18805
21315,18906
21315,18934
21315,19404
21315,19846
21315,19963
21315,20864
21315,21351
13128,3552
13128,7000
13128,16743
4938,19949
849,10743
849,13691
16728,17874
7000,3552
7000,11721
7000,18866
7000,17874
19290,9069
14168,4966
14168,9563
14168,10094
14168,10117
14168,11149
14168,11710
14168,12286
14168,13267
14168,14795
14168,21921
14168,20415
9563,10117
9563,11178
9563,11149
9563,21921
9563,11710
9563,20415
15192,10117
10079,5509
10079,19404
10079,19846
10079,21351
10079,12666
10079,18934
10079,17292
10079,20864
9572,15763
9572,9176
9572,17386
9572,19415
9572,18856
9572,18903
4453,8606
4966,11710
4966,10117
4966,18425
4966,11149
4966,21921
4966,20415
21351,2483
21351,8606
21351,4456
21351,4464
21351,5096
21351,5509
21351,8166
21351,12666
21351,13272
21351,15249
21351,15301
21351,15309
21351,15871
21351,10110
21351,16743
21351,17292
21351,17327
21351,18805
21351,18934
21351,19846
21351,20864
1895,933
1895,12666
1895,20864
1895,18906
1895,18805
1895,15871
4456,15249
4456,16743
4456,13272
4456,12666
4456,15871
16743,3521
16743,8166
16743,12666
16743,13272
16743,15249
16743,15309
16743,17327
16743,18805
9069,464
9069,17874
9069,13247
10094,5546
10094,11710
10094,10117
10094,11149
10094,21921
10094,20415
11631,933
11631,3521
11631,18805
11631,18934
11631,13272
11631,18906
11631,20864
4464,3521
4464,15301
4464,12666
4464,5509
4464,18805
4464,13272
4464,19963
4464,10110
4464,20864
18805,933
18805,2483
18805,3521
18805,5509
18805,12666
18805,13272
18805,15301
18805,15871
18805,10110
18805,17292
18805,17327
18805,19963
18805,19404
18805,19846
18805,18934
18805,20864
20342,5029
20342,15763
20342,8120
20342,9176
20342,13294
20342,17386
20342,18856
20342,19415
20342,20441
12286,5546
12286,10117
12286,11149
12286,11710
12286,13267
12286,21921
12286,20415
19834,21406
12666,933
12666,2483
12666,3521
12666,8606
12666,19963
12666,15249
12666,17327
12666,18934
12666,20864
12666,17292
12666,19404
12666,15301
12666,15309
12666,13272
12666,10110
12666,18906
12666,15871
13691,10743
3451,19949
10110,2483
10110,5509
10110,13272
10110,15301
10110,15871
10110,19404
10110,22417
2942,16866
19839,19949
19839,14785
20864,2483
20864,3521
20864,5509
20864,15301
20864,17292
10117,7663
10117,5546
10117,7166
10117,11710
10117,17870
10117,10190
10117,18425
10117,11149
10117,13267
10117,16308
10117,999
10117,14795
10117,13758
10117,11178
10117,21921
10117,18327
10117,20415
19846,13272
19846,15871
19846,18934
19846,19963
5509,19404
5509,15249
5509,15301
5509,13272
5509,16866
17292,3521
17292,13272
17292,15249
17292,15301
17292,19963
17292,17327
17292,18906
11149,5546
11149,11710
11149,13267
11149,21921
11149,16308
11149,11178
11149,20415
21902,19949
3469,17386
3469,8120
3469,16794
3469,9176
3469,13294
15249,8166
15249,13272
15249,15309
15249,15871
15763,5029
15763,8120
15763,17386
15763,13294
15763,18856
15763,9176
15763,19415
15763,18903
18327,11178
18327,11710
18327,13267
18327,16308
18327,21921
18327,20415
16794,7663
16794,9176
21921,11178
21921,11710
21921,13267
21921,14795
21921,16308
21921,18425
21921,20415
6565,3051
6565,9674
6565,13769
933,19963
933,3521
7590,19949
18856,7166
18856,8120
18856,9176
18856,13294
18856,17386
18856,20441
18856,19415
18856,18903
5029,8120
5029,9176
5029,17386
5029,13294
5029,19415
11178,11710
11178,13267
11178,16308
11178,14795
5546,7663
5546,13758
5546,16308
5546,999
8621,19949
17327,15871
3505,19949
2483,19404
2483,18934
2483,3521
16308,11710
16308,13267
16308,14795
16308,18425
16308,20415
8120,9176
8120,17386
8120,13294
8120,19415
8120,18903
11710,13267
11710,14795
11710,17870
11710,18425
11710,20415
13758,7663
13758,9176
13758,20415
3521,15301
3521,19963
3521,18934
3521,13272
20415,13267
20415,18425
14785,19949
15301,13272
15301,19404
15301,19963
15301,18934
13769,9674
14795,13267
14795,17870
19404,13272
19404,19963
17870,18425
5070,19949
15309,8166
15309,13272
15309,15871
19415,9176
19415,13294
19415,17386
19415,20441
13272,8166
13272,15871
9176,13294
9176,17386
9176,20441
9176,18903
9176,18906
18903,13294
18903,17386
20441,13294
20441,17386
999,7663
17386,7166
17386,13294
3051,19949
15871,18934
13294,7663
13294,7166
7663,7166
18934,19963
